loan_amnt,int_rate,annual_inc,dti,fico_range_low,grade,term,home_ownership,loan_status
7930.163420191517,19.770568659046468,51621.128247710294,28.7467460777411,617,D, 36 months,MORTGAGE,Fully Paid
25526.990795364705,7.241770475179905,25763.56575509435,18.538823390877646,548,C, 60 months,RENT,Charged Off
18204.57481218804,11.990516418781596,25000.0,10.503265892103036,720,E, 36 months,MORTGAGE,Fully Paid
8661.147045343365,16.250334555131406,63699.74780801714,30.64922058684423,562,D, 60 months,MORTGAGE,Charged Off
19855.307303338108,21.023740131940308,84318.86513434608,31.476796303170417,517,A, 60 months,OWN,Charged Off
6031.655633456552,12.056297555709328,25000.0,18.989292684205104,665,D, 36 months,MORTGAGE,Fully Paid
32279.612062363463,17.891936152303174,26746.571534461164,7.270991819293624,678,E, 60 months,RENT,Fully Paid
12763.399448000508,22.833577216487555,71075.11514755784,16.634782697507937,761,D, 36 months,MORTGAGE,Fully Paid
24875.66853061946,17.701400575463786,168467.35680170282,29.1061297838781,673,C, 36 months,MORTGAGE,Fully Paid
14351.332282682328,10.426230020319043,49636.22677304405,32.05322085638686,603,B, 36 months,OWN,Fully Paid
20602.040635334324,6.463614849574222,31672.315026372078,11.104182274927876,740,B, 60 months,MORTGAGE,Fully Paid
21401.30838029839,22.53187860411767,43926.02005057192,7.009208360758146,662,E, 60 months,OWN,Charged Off
10545.63366576581,6.4041188061573555,111851.32929712457,31.32051359398516,523,B, 36 months,OWN,Fully Paid
34087.538832936756,22.61933178099979,33270.33681097427,16.682148169366258,669,B, 60 months,RENT,Fully Paid
28253.984700833436,16.049805546517028,30347.966603618926,21.252828928026897,772,A, 60 months,RENT,Charged Off
33184.96824692567,23.842286271745028,36693.46257451581,34.04197436152277,618,E, 60 months,RENT,Charged Off
31844.820512829465,21.17688147969964,27667.198893630608,6.996941837426686,588,E, 36 months,RENT,Charged Off
22936.999364332554,24.96074810013341,52764.93765775075,24.449540223562867,543,B, 60 months,OWN,Charged Off
32656.227050693506,12.663524493582493,129937.27007337626,7.2231626772460125,545,B, 36 months,MORTGAGE,Fully Paid
7654.775061557585,20.57657748969141,59506.90075412643,16.26406785399501,629,B, 60 months,RENT,Fully Paid
10879.485872574356,13.636687358575601,42133.05637909589,29.114436355803402,678,C, 60 months,RENT,Fully Paid
6356.818667316142,15.117636785774268,41147.285528779954,18.004166982669034,524,D, 36 months,RENT,Fully Paid
14759.90992289793,17.92260380114903,25000.0,34.915470617088516,781,C, 60 months,MORTGAGE,Fully Paid
16660.31869068446,22.599865169540436,83271.85253316218,21.771778548398064,726,E, 36 months,RENT,Charged Off
13140.470953216878,24.697585914786607,46784.05327216972,14.634864579078604,675,A, 60 months,MORTGAGE,Fully Paid
29862.12527455788,20.597194863425848,43989.75530643137,11.603339777142594,748,D, 36 months,OWN,Fully Paid
15702.599800807679,13.937568861179342,200000.0,15.515616028584855,524,A, 60 months,OWN,Fully Paid
13428.035290621423,14.005783043264334,58644.65669691683,16.175998212786524,643,E, 60 months,OWN,Charged Off
21280.882494747453,20.014063730188937,31223.47110371756,7.061410331718829,689,E, 60 months,MORTGAGE,Fully Paid
9227.72674924288,10.536765769597745,37956.09751603618,16.087225982803197,748,A, 36 months,RENT,Charged Off
29065.90942262119,8.099008149496498,97642.43136500094,18.927155592176746,735,A, 36 months,RENT,Fully Paid
7236.519310393125,12.737820995174754,52468.18402593649,26.68213256716414,583,A, 36 months,RENT,Charged Off
34606.608098015524,11.457540841427553,25000.0,24.70188454164824,782,E, 60 months,RENT,Fully Paid
28167.34307889972,11.629854288663811,85096.17451621496,26.262969656874628,537,B, 36 months,RENT,Charged Off
10961.470446025172,10.43854726994829,32830.51012244429,5.2509104563057125,762,A, 36 months,MORTGAGE,Charged Off
5165.663513708072,6.7997706030908756,150840.5602748367,11.530021987416081,791,D, 36 months,OWN,Fully Paid
29463.842853645026,6.339604759934862,93716.43372261207,24.850528651995695,553,E, 36 months,RENT,Charged Off
26205.720315428513,24.766725404984598,37481.653888429326,19.519681045392414,716,C, 36 months,OWN,Fully Paid
26870.215041229618,14.127689540981384,105726.39078984523,5.159404270050379,512,C, 36 months,MORTGAGE,Fully Paid
28138.11040057837,13.302206296033951,51057.784836552855,29.13483927295467,621,D, 36 months,MORTGAGE,Fully Paid
7221.339552022711,18.913298371168327,81769.87717479069,28.184287198710123,654,B, 36 months,RENT,Charged Off
15753.971856328179,10.146823869436219,65567.77964848818,21.45257488980688,674,A, 36 months,MORTGAGE,Fully Paid
8476.071785753891,24.049262495054283,29501.19373214,6.993899773288163,780,E, 36 months,OWN,Fully Paid
30893.102776267806,20.94055527389549,33318.567415031466,27.99545148597754,701,A, 60 months,RENT,Fully Paid
23698.943804826737,7.698809043932931,90941.93369321035,22.51140763194092,644,E, 60 months,RENT,Charged Off
14926.940745579475,13.934034739913638,40100.12781660446,28.458799314738776,742,C, 36 months,OWN,Fully Paid
6906.750508580709,22.70324784368113,38476.80695723366,27.55240977187521,785,A, 60 months,RENT,Fully Paid
14329.469651469866,23.949908423536794,27637.434422500093,29.090062158735115,506,D, 60 months,RENT,Charged Off
14755.499660802412,14.880628713747525,63206.31141789671,20.540241992138746,794,B, 36 months,OWN,Fully Paid
26888.18535014192,17.654816395003447,168976.50347481837,9.20973554580545,525,D, 36 months,RENT,Charged Off
24126.724140656395,9.17364497574943,25834.865935457998,25.13472420139066,744,B, 36 months,RENT,Fully Paid
31616.382277289795,24.832203896602554,49738.35645073929,23.614213551559118,584,A, 60 months,OWN,Fully Paid
19166.447754858476,10.401762326285425,114385.81245659178,27.267595615972617,539,A, 36 months,MORTGAGE,Fully Paid
8587.827378149052,23.911903708567387,46733.43616257823,10.09643018152206,631,B, 60 months,OWN,Charged Off
26397.34361668985,18.343286330855,64306.95554797703,10.849255997008676,693,C, 36 months,RENT,Charged Off
27823.551458506925,17.546999102698322,25914.654101536657,31.712285516579854,614,E, 60 months,OWN,Fully Paid
21838.31592708489,15.741081709313663,63385.11022355333,27.499333953562125,516,D, 60 months,RENT,Fully Paid
28129.01539863683,10.382726422637415,43814.20859903059,32.24685466100969,679,D, 36 months,RENT,Fully Paid
19813.867890931724,9.354032608104657,88560.21520331084,27.76145963491762,770,D, 36 months,OWN,Fully Paid
20681.984881459823,10.18923797233333,99950.6287884578,22.914659179709055,614,A, 60 months,RENT,Fully Paid
17826.23055075649,9.542326980740835,200000.0,24.62398211083621,564,D, 60 months,MORTGAGE,Fully Paid
5762.573802322856,20.812104997768312,69409.56102440356,31.6738377182003,632,E, 36 months,RENT,Fully Paid
8236.742809799134,12.652379924167871,59603.9895725165,22.364202635358215,514,E, 36 months,OWN,Charged Off
5942.875570602027,7.099010854704531,55084.88185228935,23.97173972985162,746,B, 60 months,MORTGAGE,Fully Paid
24092.312337913412,24.412949972675417,39660.07227009632,9.694301480108017,747,A, 36 months,MORTGAGE,Charged Off
14430.6794322898,22.791931814305087,60059.45733270561,19.21763660348308,676,E, 60 months,RENT,Charged Off
20257.120734941083,23.627293380709048,41058.74618403438,26.49191335874297,605,C, 36 months,OWN,Charged Off
32226.99421778279,24.90324863028227,54234.72070605908,13.128280949490962,739,A, 36 months,RENT,Fully Paid
12478.766874466248,9.304009735170258,108072.60204001643,11.067625415736048,666,A, 36 months,RENT,Fully Paid
17311.48769106889,13.528598359150516,26797.783579788105,14.414804246732466,747,E, 60 months,OWN,Charged Off
27666.534156291462,20.406531038377736,97141.80883918596,12.245018839785004,689,C, 36 months,OWN,Charged Off
11863.944964748673,19.224391743022053,108041.32160709886,11.447379111091875,735,B, 60 months,RENT,Charged Off
7309.397294863789,8.924022220457246,45668.26355120572,17.745525286042607,679,E, 36 months,MORTGAGE,Charged Off
13692.543587413042,21.500829374821738,25000.0,32.23515541650602,624,C, 60 months,RENT,Charged Off
9836.638617620132,10.264370864896552,34040.51826485259,20.21178940216155,787,A, 60 months,MORTGAGE,Fully Paid
32890.92957027719,10.25253468162984,106744.85443730577,10.637611424459692,662,C, 36 months,RENT,Fully Paid
29243.61138693251,16.202514034974858,48352.78802547223,7.309150081426222,681,A, 60 months,OWN,Fully Paid
24002.112695312702,17.265858761992362,26914.4517370217,25.884684354137757,566,E, 60 months,MORTGAGE,Fully Paid
31143.817705631533,17.02163794891841,36211.60937123109,16.483962933091632,687,E, 60 months,OWN,Fully Paid
29110.162306973434,7.738249910557343,81175.76458538037,29.654928397560777,671,D, 60 months,OWN,Charged Off
10597.101766581076,22.671756389977226,68052.86720024592,24.785323059223106,555,D, 36 months,OWN,Charged Off
31776.76995469933,11.046400809185414,42473.71701774527,28.887243516241057,517,D, 36 months,OWN,Fully Paid
21180.267257469524,8.460783504373278,39336.3911520252,13.158381182553462,681,E, 36 months,OWN,Fully Paid
29223.204654921876,22.886213517510566,38752.28925456743,25.770767673831745,729,B, 60 months,RENT,Fully Paid
31882.738997704797,24.157378466365316,28185.244894475425,12.921859540811564,657,E, 60 months,MORTGAGE,Fully Paid
14540.104249155916,22.38042472804356,129214.02456207538,33.17205438350875,568,C, 36 months,RENT,Fully Paid
8301.557735830302,21.380805419772685,40400.915253135034,24.09122844600123,699,E, 36 months,RENT,Fully Paid
11838.054876258251,18.449597632141412,101752.13770758474,14.735354005260263,524,E, 60 months,RENT,Charged Off
17813.23365878769,16.466290041573647,122123.68616291662,13.085355868768179,632,A, 36 months,OWN,Charged Off
29540.442977674793,7.6527484383167925,89231.24512362349,10.727797552149305,549,A, 36 months,RENT,Fully Paid
30821.9174976903,13.760611048343275,37836.435231377545,25.839228766811832,555,A, 60 months,MORTGAGE,Fully Paid
5208.5639159357215,13.081081823233966,62457.27826267398,11.561468389937819,560,E, 36 months,RENT,Charged Off
20322.419077326973,10.935321891446197,48314.28908537392,22.85909797782467,616,B, 60 months,OWN,Fully Paid
17522.33009446337,19.74498216008311,28503.40644675831,12.93905080776072,515,C, 36 months,MORTGAGE,Charged Off
11663.234314121906,15.421638966496646,59552.61991518888,24.85906834381606,619,C, 60 months,MORTGAGE,Fully Paid
8595.961020010483,7.539878102245311,25000.0,29.448191856216177,653,B, 60 months,MORTGAGE,Fully Paid
15128.455142108838,10.183480837046416,99968.22186099165,28.340757294339596,644,B, 60 months,MORTGAGE,Fully Paid
33287.29111737557,18.981916509532322,37094.708916578325,27.82553992792345,614,C, 60 months,RENT,Fully Paid
14696.087960622657,7.446486330315704,55309.269389315254,10.631672170767562,751,D, 60 months,OWN,Fully Paid
20563.71865230098,22.172931366926605,58103.00850098395,7.651548409535561,543,A, 36 months,MORTGAGE,Charged Off
26090.568766855336,15.407784013265513,41967.761356818795,25.96846485462157,651,A, 36 months,MORTGAGE,Charged Off
15908.88807137882,15.131144969206312,69704.22981265752,16.05041641383054,518,C, 36 months,OWN,Charged Off
34153.46248162882,17.255747908530836,36866.472255392306,17.97038679210042,521,B, 60 months,RENT,Fully Paid
33873.41884826333,21.668938352577833,82683.75083670723,5.934472783801732,672,D, 36 months,MORTGAGE,Charged Off
12553.468874760925,12.608374950141668,25000.0,12.787293478251476,669,C, 60 months,RENT,Charged Off
19917.455176771564,18.882306898622208,52882.499866024475,6.010292116233921,763,A, 60 months,RENT,Fully Paid
14026.34929450309,16.74890731592003,156898.97398935753,31.375573178037428,667,E, 36 months,RENT,Fully Paid
13545.214831324029,11.073537133219006,26897.838393351794,12.301900496555914,787,B, 60 months,RENT,Fully Paid
6106.608420635984,22.693969740748003,32641.932626147493,21.72011508719024,514,E, 36 months,MORTGAGE,Charged Off
23286.930019396907,21.151094410531634,66725.6496059093,6.169379619833912,529,C, 60 months,MORTGAGE,Charged Off
20080.370696865844,18.510584858510086,54597.81098960151,25.00542173916974,513,A, 60 months,RENT,Fully Paid
6544.362537499681,22.161052852790597,60498.75465330223,14.690820372622817,555,D, 36 months,RENT,Charged Off
13359.393927098343,22.478589818236244,65743.24966573552,31.937575608729976,662,E, 60 months,OWN,Charged Off
32247.976578999613,19.45889655758566,71742.08982028173,31.643545668021076,693,D, 36 months,OWN,Fully Paid
12186.856720009173,21.90325323890977,95398.66896342936,14.758718550852434,513,A, 60 months,OWN,Fully Paid
9346.846162736692,19.25195777171639,62685.86070900768,32.02882687071404,783,E, 36 months,MORTGAGE,Fully Paid
19683.58280832689,18.922674663445708,42414.49335530126,34.88473020496336,752,D, 60 months,OWN,Charged Off
34569.513623318024,17.7536161860885,73390.09211790374,29.76246992371844,588,D, 36 months,MORTGAGE,Charged Off
12261.658145345013,20.301616151595184,153265.83263679958,30.34614043265687,523,E, 36 months,MORTGAGE,Fully Paid
25164.066422176358,9.0134970005684,45270.90141346463,12.470262083272697,550,A, 60 months,MORTGAGE,Charged Off
27848.588459861527,22.73654442477964,27317.489503326804,22.30107196573269,538,D, 36 months,MORTGAGE,Fully Paid
12129.126319771989,22.56502702715941,95248.86734928779,7.017677419021036,536,C, 60 months,OWN,Charged Off
26846.490458355787,6.555698377656624,45604.9390267752,7.847538104650091,655,E, 60 months,RENT,Charged Off
16033.493981577596,21.690518260730492,25000.0,34.96677836099872,573,B, 36 months,RENT,Fully Paid
23969.174917807384,8.448527481995459,81507.71899101163,14.799177482777328,607,B, 36 months,RENT,Fully Paid
24005.89132282684,12.367258230923696,35553.827277132645,27.44551736146539,796,A, 36 months,OWN,Fully Paid
21073.240522242755,20.126656869540547,46429.0226403792,29.199951590804496,705,C, 36 months,RENT,Charged Off
7708.693101632249,9.054438024917856,59825.55551149538,30.740698130216877,784,D, 36 months,OWN,Fully Paid
30059.07486767714,21.541373458262182,54956.641000828095,34.928848922064695,542,B, 60 months,OWN,Fully Paid
14623.401949152076,21.8105493811971,75032.08419305296,12.244894557706036,614,A, 36 months,OWN,Fully Paid
10595.555311995628,15.641886941455887,37748.770237560966,6.210524805790991,666,C, 60 months,RENT,Charged Off
6223.254246642918,6.121331562619838,66693.54688721318,17.33574553983758,523,C, 36 months,RENT,Charged Off
22726.788295647253,11.453724530323342,41951.60594194163,8.902420094868408,501,A, 36 months,RENT,Charged Off
25326.93085526847,17.721611449139104,76365.49893449227,5.6727766748616535,701,A, 36 months,MORTGAGE,Fully Paid
5497.634867835684,24.642537382521045,70913.81109723634,15.812804814244583,692,D, 60 months,OWN,Fully Paid
20362.79174897843,18.0044570133167,27965.77664127266,28.512147532257092,623,A, 36 months,MORTGAGE,Fully Paid
11794.873255938139,10.936268040219037,94050.69926207753,21.985420736752125,646,D, 60 months,OWN,Charged Off
24355.183712283495,18.046108358892617,35540.27832275269,14.383339676310621,624,D, 60 months,RENT,Fully Paid
10230.992870149743,16.259722214601254,79605.19861779414,24.630260164781593,507,E, 60 months,OWN,Charged Off
25728.132143073977,20.81706250787173,61106.43067842195,11.960545409264322,600,C, 36 months,OWN,Charged Off
16602.060389016122,8.03263213771221,147695.82569624623,5.43144338216255,553,C, 60 months,MORTGAGE,Fully Paid
33101.899662102034,20.45953014753853,42869.69352281675,27.93060159309282,529,C, 36 months,OWN,Charged Off
9125.628324379799,16.284064994846098,39751.78092919702,23.712292545920274,787,E, 60 months,RENT,Fully Paid
15231.990531507756,24.2968480733209,48452.93708676326,27.8690787350288,679,D, 36 months,OWN,Charged Off
8404.205637217672,12.495571154735035,40867.57050361224,6.168140500629969,718,D, 60 months,OWN,Charged Off
32740.808548356883,18.019815969545014,79218.50037874818,30.113588834919565,594,A, 36 months,OWN,Fully Paid
31320.18060142943,23.708534004690332,25000.0,23.5857860010891,617,E, 36 months,MORTGAGE,Fully Paid
12738.248831454668,7.947684831822906,26050.455913653637,21.901860521379206,571,A, 36 months,OWN,Fully Paid
24799.52138102537,23.80734125749257,25830.68091263862,23.738421443435946,529,E, 60 months,OWN,Charged Off
29516.666006036474,19.069828723715453,86697.86654867459,30.932997406050923,553,A, 60 months,MORTGAGE,Fully Paid
21656.02434798387,7.288904122998266,136812.6873352869,22.608095196767213,739,B, 36 months,MORTGAGE,Charged Off
20889.517350680195,11.718307771989508,46042.97455824602,22.42851139664538,703,C, 60 months,MORTGAGE,Charged Off
12255.56872701355,19.45526968426035,44298.538569444005,34.72037471197297,664,C, 60 months,MORTGAGE,Fully Paid
7793.083034176976,7.279661427906662,51125.122931376325,27.70190501205704,642,D, 60 months,RENT,Charged Off
31916.4727385998,17.061238743349193,98432.5658025085,18.26881416353406,776,B, 60 months,RENT,Fully Paid
32012.541714899915,12.571778082106178,28101.777779237575,26.221910000987833,521,C, 60 months,OWN,Charged Off
23993.043718198038,17.797394837582065,56557.96891429215,16.676914150753653,584,D, 60 months,RENT,Fully Paid
15170.893731461021,6.869098642437744,88002.3306588651,11.86626387450497,604,B, 60 months,OWN,Fully Paid
15476.287238379826,22.55919931689515,66214.61592781614,22.905556306632782,734,C, 36 months,RENT,Charged Off
26778.67036610718,24.49629041437054,54926.37713566519,32.84546294341854,797,A, 36 months,MORTGAGE,Fully Paid
31913.307798577312,24.40867925042814,89377.80423323484,32.87418560046388,572,E, 60 months,MORTGAGE,Fully Paid
31612.59272795352,20.243384803115568,25000.0,15.25715834316471,762,B, 36 months,RENT,Fully Paid
28396.266375728716,8.471638562482006,73623.91556803437,20.83032398665085,749,D, 36 months,RENT,Fully Paid
24260.94938462863,20.40700072265143,33108.80672327165,11.349076957095836,567,B, 36 months,OWN,Fully Paid
7524.198949851465,6.467151412717229,25000.0,34.8689332849665,619,D, 60 months,OWN,Charged Off
9848.861422838414,6.420347479050948,66617.43171308943,34.43353723603807,622,B, 60 months,OWN,Fully Paid
31956.62565581238,12.148594163841285,111769.62665731768,24.48526789122342,793,D, 60 months,MORTGAGE,Fully Paid
23192.8717897877,15.28422061768865,45140.30879710909,29.1324217903242,554,C, 60 months,MORTGAGE,Charged Off
5275.91154849889,20.63774093834807,86831.49915608161,26.453004838511,739,A, 60 months,MORTGAGE,Fully Paid
8044.1462859809635,18.982612155523597,128974.10861562678,22.794746571184046,600,C, 36 months,MORTGAGE,Fully Paid
24905.053073241674,14.472151421158218,107898.76141267252,6.600439909666931,719,A, 60 months,OWN,Charged Off
5151.84751538656,11.198906659351652,131134.4901119705,18.642930276579833,626,C, 36 months,MORTGAGE,Fully Paid
9824.24154252496,24.945365502996513,76517.63335632524,25.243589065022316,673,C, 60 months,MORTGAGE,Charged Off
21462.013680997585,14.097444742483486,51290.466892822515,25.32594841651054,749,B, 36 months,MORTGAGE,Fully Paid
25756.8559307808,14.576353462263834,25000.0,16.193678552671507,741,E, 60 months,MORTGAGE,Charged Off
24558.837785078016,9.108852602641715,42292.39269444567,33.25075959974092,759,D, 60 months,RENT,Fully Paid
11728.079283816794,21.101381426248658,29556.295410792347,10.02071096710343,517,D, 60 months,OWN,Charged Off
26365.376640426075,19.179962289848284,180333.93949567043,20.01078338646682,707,D, 60 months,OWN,Fully Paid
12117.472624904003,10.194622642986447,44111.17861031541,25.726519296524685,541,A, 60 months,MORTGAGE,Fully Paid
14761.990944778032,7.5652398667010115,52781.86179526237,25.914074176754276,624,D, 60 months,RENT,Fully Paid
27394.742153540723,18.92948673941955,68247.16854212078,24.459168703064467,664,D, 36 months,OWN,Fully Paid
24488.98697141644,18.435713071341567,50320.1799672431,13.258646403555804,620,B, 60 months,OWN,Fully Paid
30476.70231482534,11.191931012965977,135541.1582712829,9.686197060598658,655,C, 36 months,MORTGAGE,Fully Paid
24728.3867690103,24.066407682757795,33739.022460396394,24.078209804801325,798,D, 60 months,MORTGAGE,Fully Paid
22049.258100064148,8.870099943837104,55092.25778186263,22.979063484183133,540,E, 36 months,OWN,Charged Off
7810.243034842774,14.214361219809437,31398.570600439336,10.38068030867723,702,D, 36 months,OWN,Fully Paid
16031.474091783006,23.928702483184377,25000.0,26.1541743671169,618,A, 36 months,RENT,Charged Off
12956.071030451763,13.974819021596325,33959.99677487147,18.655159752009695,539,A, 36 months,OWN,Charged Off
12319.689301372508,18.131993005617623,47943.47164243265,25.032817748094587,547,A, 36 months,OWN,Fully Paid
34190.316642573365,13.554293561293091,37889.09676155155,30.12101239310452,784,D, 36 months,MORTGAGE,Charged Off
16792.931740002812,11.210088844624732,32355.762441108956,10.091852857307694,763,B, 60 months,OWN,Charged Off
31761.396655313398,24.695575311236738,25000.0,5.5743460399051,772,E, 36 months,MORTGAGE,Fully Paid
23934.158779917885,13.777346119985818,46636.40118183431,28.373077591873603,797,D, 60 months,OWN,Fully Paid
28844.339106249452,22.987884869903553,25000.0,23.290922754578478,562,B, 60 months,OWN,Fully Paid
20079.112793155764,10.369137511930639,77345.18296313946,25.989187088663652,606,B, 36 months,OWN,Fully Paid
22307.116538790775,10.048989376476584,51506.528816911436,30.144649249659278,700,D, 36 months,RENT,Charged Off
19775.530814565915,6.591547574805716,25000.0,29.084328044735017,645,D, 60 months,MORTGAGE,Charged Off
10857.289633941335,18.381669682141816,40719.99603166025,33.82760440786474,625,B, 36 months,RENT,Fully Paid
26673.56345784516,13.002000530751461,31216.627253824525,21.078052365563547,607,B, 36 months,OWN,Charged Off
13423.170873225674,22.422806746953103,59367.64774704527,19.65486897979716,678,B, 36 months,RENT,Fully Paid
5729.478992943616,14.990988227139585,109564.6722022124,17.056615996721902,672,D, 36 months,MORTGAGE,Charged Off
24364.168877215034,24.395675130379715,25000.0,9.610731285326136,548,B, 36 months,OWN,Charged Off
10313.320382211468,9.524984798359302,52523.483193146465,22.178216986460672,641,A, 36 months,RENT,Fully Paid
33213.757530587434,22.503840191156605,44530.08569113271,13.310375729779363,666,D, 36 months,RENT,Fully Paid
33617.85731007763,20.755340203043094,73335.79071612429,32.63922536638927,671,A, 60 months,MORTGAGE,Fully Paid
32445.931706613457,20.64751504823699,55710.16902037155,22.495724128312926,563,C, 36 months,RENT,Charged Off
16104.761007663332,22.050881334220865,31220.13133929734,22.785205415243304,722,D, 60 months,MORTGAGE,Charged Off
5463.698495866023,20.45945582791698,40480.175466554196,15.6477398263103,507,C, 60 months,OWN,Charged Off
32849.55687763177,17.898186110996892,30405.67312439915,6.559680559331225,606,B, 60 months,OWN,Charged Off
17845.524449519427,8.493652675965365,93489.48818794636,5.952312961189659,734,B, 60 months,RENT,Fully Paid
33999.644571310084,6.617997410333786,49651.65435214808,17.700054324595925,669,E, 36 months,OWN,Fully Paid
33908.59931267759,23.49610910849805,153386.2319763949,7.536961342917135,578,B, 60 months,OWN,Charged Off
30590.2836640208,17.716355975894025,47268.69479518471,23.205408666204175,708,C, 60 months,RENT,Fully Paid
13833.46676208757,21.13420852854735,32046.90660332587,31.429190169189724,670,B, 60 months,OWN,Fully Paid
16552.93185805776,15.148924678738451,25000.0,31.487444495561665,738,D, 60 months,RENT,Fully Paid
30534.10014550571,8.228855590285495,25000.0,24.77136230396697,720,B, 60 months,MORTGAGE,Fully Paid
14507.66015468833,8.378530051848458,25000.0,11.33695494418793,683,E, 36 months,MORTGAGE,Charged Off
10084.782400582775,19.025740457350455,57542.32198731759,30.88990494076616,646,B, 36 months,MORTGAGE,Charged Off
21704.037873750505,14.175812003089792,66518.4754210518,31.582803059396245,539,C, 60 months,RENT,Fully Paid
33084.643224823434,9.809969807306398,25000.0,10.899607548588762,578,C, 36 months,RENT,Fully Paid
25880.89390024919,15.340296388087301,83869.97722654819,27.12278257312032,625,B, 36 months,OWN,Charged Off
22101.83510268095,7.2199698044275475,36686.472486279024,13.595586467813689,679,C, 60 months,OWN,Fully Paid
7915.294813123056,17.057456636373576,53534.190696052574,29.07920937058789,654,C, 60 months,OWN,Charged Off
23450.216800975093,11.110874684266856,128969.64904664531,34.91713699710808,586,E, 60 months,OWN,Fully Paid
34701.6155031279,21.153622912106577,83960.65619906002,5.900780159881784,501,D, 36 months,OWN,Charged Off
9202.520457095721,11.896877219547902,41726.0791362164,31.92097597372796,648,E, 60 months,RENT,Fully Paid
20549.889570912102,14.649182832554223,28718.15168590445,23.678916007959742,585,A, 36 months,RENT,Charged Off
